timestamp,source,host,ip,event_type,status_code,bytes,message
2025-10-30T23:35:02.859201+00:00,web-server,srv-db-1,10.0.3.10,sql_query,401,670,Query executed by dan on inventory
2025-11-04T13:04:02.859201+00:00,web-server,srv-app-1,10.0.2.4,file_access,500,92,File /srv/app/config.yaml accessed by alice
2025-11-05T06:17:02.859201+00:00,auth-service,fw-main,10.0.2.11,login,401,2882,User trent login failed
2025-11-05T03:41:02.859201+00:00,web-server,fw-main,192.168.1.20,file_access,403,2035,File /home/alice/docs/report.pdf accessed by peggy
2025-11-01T15:24:02.859201+00:00,auth-service,srv-db-1,10.0.3.13,login,403,83,User carol login success
2025-11-01T13:13:02.859201+00:00,web-server,srv-app-2,10.0.1.17,file_access,500,327,File /srv/app/config.yaml accessed by alice
2025-11-01T06:33:02.859201+00:00,firewall,vpn-1,10.0.1.6,sql_query,500,266,Query executed by eve on inventory
2025-11-03T16:30:02.859201+00:00,vpn-gateway,vpn-1,10.0.3.9,firewall_allow,503,241,Firewall allowed traffic from 10.0.3.9
2025-10-30T06:00:02.859201+00:00,firewall,srv-app-2,192.168.1.24,file_access,400,1125,File /etc/passwd accessed by bob
2025-11-03T19:07:02.859201+00:00,firewall,srv-app-2,10.0.1.13,login,403,344,User trent login success
2025-11-02T02:03:02.859201+00:00,firewall,srv-db-1,10.0.1.21,firewall_block,503,817,Firewall blocked traffic from 10.0.1.21
2025-10-30T09:04:02.859201+00:00,web-server,srv-app-2,10.0.1.6,firewall_block,400,241,Firewall blocked traffic from 10.0.1.6
2025-10-31T05:19:02.859201+00:00,web-server,fw-main,10.0.3.18,firewall_allow,404,168,Firewall allowed traffic from 10.0.3.18
2025-10-31T05:21:02.859201+00:00,web-server,srv-db-1,10.0.2.4,firewall_block,200,1142,Firewall blocked traffic from 10.0.2.4
2025-11-03T04:34:02.859201+00:00,web-server,srv-app-1,192.168.3.8,file_access,401,994,File /etc/passwd accessed by alice
2025-11-02T20:53:02.859201+00:00,db-server,srv-app-1,192.168.2.10,firewall_allow,404,169,Firewall allowed traffic from 192.168.2.10
2025-11-04T11:56:02.859201+00:00,db-server,fw-main,10.0.2.16,login,500,200,User peggy login success
2025-11-04T05:01:02.859201+00:00,vpn-gateway,srv-db-1,10.0.4.11,file_access,401,678,File /srv/app/config.yaml accessed by trent
2025-11-02T17:56:02.859201+00:00,db-server,srv-app-2,192.168.2.5,login,401,329,User eve login success
2025-11-05T05:51:02.859201+00:00,web-server,srv-app-1,10.0.3.14,login,500,384,User peggy login success
2025-11-04T00:27:02.859201+00:00,auth-service,srv-db-1,10.0.3.9,firewall_block,500,536,Firewall blocked traffic from 10.0.3.9
2025-11-05T12:53:02.859201+00:00,vpn-gateway,vpn-1,10.0.4.17,file_access,500,305,File /home/alice/docs/report.pdf accessed by eve
2025-11-01T13:02:02.859201+00:00,web-server,srv-db-1,10.0.2.7,login,400,119,User eve login success
2025-10-31T01:32:02.859201+00:00,db-server,srv-app-2,10.0.4.21,sql_query,400,200,Query executed by carol on logs
2025-10-30T10:30:02.859201+00:00,vpn-gateway,srv-db-1,10.0.2.9,privilege_escalation,503,263,Privilege escalation attempt by mallory
2025-11-01T00:25:02.859201+00:00,db-server,fw-main,10.0.2.6,recon,201,361,Reconnaissance pattern detected for 10.0.2.6
2025-10-30T12:43:02.859201+00:00,vpn-gateway,srv-db-1,10.0.1.22,login,401,680,User trent login success
2025-11-04T01:06:02.859201+00:00,db-server,vpn-1,192.168.1.14,ddos,403,3213,Potential DDoS detected from 192.168.1.14
2025-10-31T01:10:02.859201+00:00,web-server,srv-app-2,10.0.3.20,recon,201,263,Reconnaissance pattern detected for 10.0.3.20
2025-10-30T18:34:02.859201+00:00,firewall,fw-main,192.168.3.9,login,503,305,User peggy login success
2025-10-30T17:31:02.859201+00:00,db-server,vpn-1,10.0.3.3,firewall_block,500,241,Firewall blocked traffic from 10.0.3.3
2025-10-31T14:46:02.859201+00:00,web-server,srv-app-1,10.0.1.16,ddos,400,6271,Potential DDoS detected from 10.0.1.16
2025-11-05T09:30:02.859201+00:00,firewall,srv-app-1,192.168.1.24,ddos,403,2983,Potential DDoS detected from 192.168.1.24
2025-10-30T20:02:02.859201+00:00,firewall,srv-db-1,192.168.3.11,firewall_allow,403,1460,Firewall allowed traffic from 192.168.3.11
2025-11-05T14:24:02.859201+00:00,db-server,vpn-1,10.0.1.11,recon,400,369,Reconnaissance pattern detected for 10.0.1.11
2025-11-02T02:02:02.859201+00:00,vpn-gateway,fw-main,192.168.3.19,login,503,1003,User mallory login success
2025-10-31T02:38:02.859201+00:00,db-server,fw-main,192.168.2.7,sql_query,403,533,Query executed by alice on inventory
2025-10-30T22:07:02.859201+00:00,db-server,srv-app-1,192.168.1.8,file_access,200,575,File /srv/app/config.yaml accessed by alice
2025-11-01T01:18:02.859201+00:00,vpn-gateway,fw-main,192.168.3.17,firewall_allow,503,564,Firewall allowed traffic from 192.168.3.17
2025-11-05T04:03:02.859201+00:00,db-server,fw-main,192.168.2.5,login,201,1166,User alice login success
2025-11-05T04:53:02.859201+00:00,web-server,srv-app-1,192.168.1.23,file_access,201,482,File /home/alice/docs/report.pdf accessed by eve
2025-11-03T15:32:02.859201+00:00,firewall,srv-app-2,192.168.1.21,sql_query,400,87,Query executed by carol on customers
2025-11-02T01:31:02.859201+00:00,firewall,srv-db-1,192.168.2.10,firewall_block,403,639,Firewall blocked traffic from 192.168.2.10
2025-11-02T07:36:02.859201+00:00,vpn-gateway,fw-main,10.0.2.15,sql_query,503,428,Query executed by trent on inventory
2025-11-02T13:57:02.859201+00:00,web-server,vpn-1,192.168.1.3,sql_query,401,751,Query executed by mallory on inventory
2025-11-03T06:11:02.859201+00:00,web-server,fw-main,10.0.1.10,file_access,400,405,File /etc/passwd accessed by peggy
2025-10-31T01:18:02.859201+00:00,firewall,srv-app-1,10.0.2.13,firewall_allow,500,212,Firewall allowed traffic from 10.0.2.13
2025-11-03T10:37:02.859201+00:00,db-server,vpn-1,192.168.1.2,firewall_allow,404,1286,Firewall allowed traffic from 192.168.1.2
2025-11-04T11:19:02.859201+00:00,auth-service,vpn-1,10.0.1.18,sql_query,401,2224,Query executed by dan on customers
2025-11-03T20:35:02.859201+00:00,auth-service,fw-main,10.0.2.19,privilege_escalation,403,621,Privilege escalation attempt by mallory
2025-11-03T19:41:02.859201+00:00,vpn-gateway,fw-main,192.168.3.1,login,400,1100,User carol login success
2025-11-01T13:29:02.859201+00:00,db-server,fw-main,10.0.3.18,file_access,200,869,File /home/alice/docs/report.pdf accessed by carol
2025-10-30T18:15:02.859201+00:00,db-server,vpn-1,10.0.4.5,file_access,500,578,File /home/alice/docs/report.pdf accessed by dan
2025-11-03T07:07:02.859201+00:00,auth-service,srv-app-2,192.168.1.2,sql_query,404,504,Query executed by alice on inventory
2025-11-02T04:14:02.859201+00:00,web-server,vpn-1,10.0.4.19,firewall_block,401,584,Firewall blocked traffic from 10.0.4.19
2025-10-31T11:25:02.859201+00:00,auth-service,srv-db-1,192.168.1.17,firewall_allow,200,547,Firewall allowed traffic from 192.168.1.17
2025-10-30T22:41:02.859201+00:00,db-server,fw-main,10.0.2.21,ddos,401,1310,Potential DDoS detected from 10.0.2.21
2025-11-03T01:59:02.859201+00:00,db-server,srv-app-2,10.0.3.18,firewall_allow,503,798,Firewall allowed traffic from 10.0.3.18
2025-11-02T18:34:02.859201+00:00,firewall,srv-app-1,10.0.2.13,sql_query,401,1547,Query executed by trent on logs
2025-10-30T22:44:02.859201+00:00,auth-service,srv-db-1,192.168.2.18,firewall_block,201,349,Firewall blocked traffic from 192.168.2.18
2025-11-01T21:40:02.859201+00:00,db-server,srv-app-1,10.0.3.12,firewall_allow,503,850,Firewall allowed traffic from 10.0.3.12
2025-11-01T10:31:02.859201+00:00,firewall,srv-db-1,192.168.3.23,firewall_allow,500,240,Firewall allowed traffic from 192.168.3.23
2025-11-05T00:52:02.859201+00:00,firewall,srv-db-1,192.168.2.19,login,401,560,User bob login failed
2025-11-04T11:42:02.859201+00:00,db-server,srv-app-1,10.0.4.23,firewall_allow,401,124,Firewall allowed traffic from 10.0.4.23
2025-11-03T01:07:02.859201+00:00,db-server,vpn-1,192.168.3.22,login,401,216,User peggy login failed
2025-10-30T23:06:02.859201+00:00,vpn-gateway,srv-app-1,10.0.1.13,firewall_block,404,298,Firewall blocked traffic from 10.0.1.13
2025-11-05T08:15:02.859201+00:00,vpn-gateway,srv-app-2,192.168.3.7,login,401,614,User alice login success
2025-11-02T01:47:02.859201+00:00,web-server,srv-app-2,192.168.2.19,sql_query,403,569,Query executed by alice on transactions
2025-10-30T02:08:02.859201+00:00,web-server,vpn-1,10.0.4.11,file_access,200,681,File /etc/passwd accessed by peggy
2025-11-04T00:29:02.859201+00:00,vpn-gateway,vpn-1,10.0.2.4,firewall_block,503,433,Firewall blocked traffic from 10.0.2.4
2025-10-30T09:55:02.859201+00:00,vpn-gateway,srv-db-1,192.168.1.22,firewall_block,200,169,Firewall blocked traffic from 192.168.1.22
2025-11-03T11:45:02.859201+00:00,auth-service,fw-main,192.168.1.18,file_access,201,739,File /var/log/auth.log accessed by bob
2025-10-31T08:32:02.859201+00:00,vpn-gateway,vpn-1,10.0.4.12,login,500,357,User bob login success
2025-11-05T04:38:02.859201+00:00,web-server,fw-main,192.168.1.20,firewall_block,401,241,Firewall blocked traffic from 192.168.1.20
2025-11-03T10:57:02.859201+00:00,auth-service,srv-db-1,192.168.1.14,file_access,404,529,File /var/log/auth.log accessed by peggy
2025-10-30T16:24:02.859201+00:00,auth-service,srv-app-1,192.168.1.15,login,201,602,User alice login success
2025-11-05T14:13:02.859201+00:00,vpn-gateway,srv-db-1,10.0.2.8,recon,500,257,Reconnaissance pattern detected for 10.0.2.8
2025-11-03T17:34:02.859201+00:00,auth-service,srv-db-1,192.168.3.10,sql_query,403,280,Query executed by dan on transactions
2025-11-04T09:45:02.859201+00:00,auth-service,srv-db-1,192.168.2.23,login,404,232,User trent login success
2025-11-05T07:15:02.859201+00:00,vpn-gateway,vpn-1,192.168.3.21,privilege_escalation,200,559,Privilege escalation attempt by eve
2025-10-30T05:59:02.859201+00:00,db-server,srv-db-1,10.0.4.18,login,200,275,User bob login success
2025-10-31T12:49:02.859201+00:00,auth-service,srv-app-1,192.168.2.16,firewall_block,401,319,Firewall blocked traffic from 192.168.2.16
2025-10-31T17:03:02.859201+00:00,db-server,vpn-1,192.168.3.9,file_access,201,643,File /etc/passwd accessed by bob
2025-11-02T00:23:02.859201+00:00,firewall,fw-main,192.168.3.12,file_access,503,360,File /etc/passwd accessed by mallory
2025-11-03T19:28:02.859201+00:00,vpn-gateway,fw-main,192.168.2.15,login,403,186,User alice login success
2025-11-01T05:54:02.859201+00:00,web-server,srv-app-2,10.0.3.18,file_access,403,549,File /srv/app/config.yaml accessed by dan
2025-11-04T14:41:02.859201+00:00,db-server,srv-app-1,192.168.1.6,firewall_allow,200,357,Firewall allowed traffic from 192.168.1.6
2025-10-30T19:20:02.859201+00:00,vpn-gateway,fw-main,192.168.3.3,sql_query,500,584,Query executed by bob on inventory
2025-10-30T03:46:02.859201+00:00,web-server,vpn-1,192.168.1.22,recon,404,212,Reconnaissance pattern detected for 192.168.1.22
2025-11-04T21:09:02.859201+00:00,db-server,srv-db-1,10.0.3.9,login,404,550,User dan login success
2025-11-02T21:29:02.859201+00:00,web-server,srv-app-2,10.0.2.3,file_access,400,297,File /var/log/auth.log accessed by bob
2025-10-31T22:27:02.859201+00:00,firewall,fw-main,192.168.3.1,recon,503,1959,Reconnaissance pattern detected for 192.168.3.1
2025-11-02T14:20:02.859201+00:00,db-server,srv-app-2,192.168.1.17,sql_query,201,369,Query executed by eve on customers
2025-11-02T22:11:02.859201+00:00,db-server,fw-main,192.168.1.20,firewall_allow,200,1043,Firewall allowed traffic from 192.168.1.20
2025-11-04T16:32:02.859201+00:00,vpn-gateway,vpn-1,10.0.1.11,file_access,503,1078,File /var/log/auth.log accessed by mallory
2025-11-05T19:17:02.859201+00:00,web-server,srv-app-1,192.168.1.20,file_access,201,471,File /srv/app/config.yaml accessed by peggy
2025-11-04T21:11:02.859201+00:00,web-server,srv-db-1,10.0.4.24,firewall_allow,403,241,Firewall allowed traffic from 10.0.4.24
2025-11-05T17:20:02.859201+00:00,db-server,srv-app-1,10.0.4.13,login,201,444,User carol login success
2025-11-02T17:06:02.859201+00:00,web-server,srv-db-1,10.0.4.8,login,500,108,User trent login success
2025-11-02T15:46:02.859201+00:00,vpn-gateway,srv-app-1,192.168.3.22,sql_query,500,407,Query executed by eve on transactions
2025-11-01T08:34:02.859201+00:00,firewall,srv-app-2,10.0.3.10,file_access,400,243,File /etc/passwd accessed by alice
2025-11-02T18:02:02.859201+00:00,vpn-gateway,srv-app-2,192.168.3.9,sql_query,500,261,Query executed by carol on inventory
2025-10-30T10:00:02.859201+00:00,web-server,fw-main,192.168.3.13,file_access,403,1341,File /var/log/auth.log accessed by dan
2025-11-02T10:35:02.859201+00:00,firewall,srv-app-2,10.0.4.23,recon,503,381,Reconnaissance pattern detected for 10.0.4.23
2025-11-03T06:21:02.859201+00:00,firewall,srv-app-2,10.0.3.4,firewall_allow,400,390,Firewall allowed traffic from 10.0.3.4
2025-10-31T02:05:02.859201+00:00,vpn-gateway,srv-app-1,10.0.4.1,firewall_block,201,585,Firewall blocked traffic from 10.0.4.1
2025-11-04T18:15:02.859201+00:00,firewall,srv-app-1,10.0.3.9,login,503,348,User trent login success
2025-10-30T20:22:02.859201+00:00,auth-service,srv-db-1,10.0.2.2,file_access,404,571,File /home/alice/docs/report.pdf accessed by peggy
2025-10-31T11:58:02.859201+00:00,firewall,fw-main,192.168.3.14,firewall_block,200,285,Firewall blocked traffic from 192.168.3.14
2025-11-05T20:20:02.859201+00:00,auth-service,srv-db-1,10.0.3.13,firewall_allow,403,241,Firewall allowed traffic from 10.0.3.13
2025-11-04T02:54:02.859201+00:00,firewall,vpn-1,192.168.2.18,login,200,555,User eve login success
2025-11-03T19:17:02.859201+00:00,db-server,srv-app-2,192.168.3.3,login,500,152,User mallory login success
2025-10-30T16:33:02.859201+00:00,vpn-gateway,vpn-1,192.168.2.10,recon,200,326,Reconnaissance pattern detected for 192.168.2.10
2025-11-03T07:43:02.859201+00:00,db-server,srv-app-1,10.0.4.20,privilege_escalation,201,221,Privilege escalation attempt by bob
2025-11-05T12:58:02.859201+00:00,db-server,srv-app-2,10.0.1.12,firewall_block,404,520,Firewall blocked traffic from 10.0.1.12
2025-10-31T21:53:02.859201+00:00,firewall,fw-main,192.168.3.18,sql_query,400,681,Query executed by eve on transactions
2025-10-30T10:02:02.859201+00:00,auth-service,srv-db-1,10.0.4.8,firewall_block,500,144,Firewall blocked traffic from 10.0.4.8
2025-11-01T02:16:02.859201+00:00,auth-service,srv-db-1,10.0.3.22,login,201,697,User peggy login success
2025-11-03T07:39:02.859201+00:00,web-server,fw-main,192.168.2.8,file_access,404,1000,File /etc/passwd accessed by trent
2025-10-30T19:38:02.859201+00:00,web-server,vpn-1,10.0.4.4,file_access,404,219,File /home/alice/docs/report.pdf accessed by eve
2025-11-03T23:50:02.859201+00:00,firewall,srv-app-2,192.168.1.18,firewall_allow,404,330,Firewall allowed traffic from 192.168.1.18
2025-11-02T22:21:02.859201+00:00,firewall,srv-db-1,192.168.3.20,firewall_allow,200,120,Firewall allowed traffic from 192.168.3.20
2025-11-03T01:17:02.859201+00:00,web-server,srv-app-1,10.0.2.13,firewall_allow,503,634,Firewall allowed traffic from 10.0.2.13
2025-11-03T06:37:02.859201+00:00,auth-service,vpn-1,10.0.2.16,recon,503,841,Reconnaissance pattern detected for 10.0.2.16
2025-10-30T19:04:02.859201+00:00,vpn-gateway,srv-db-1,192.168.1.6,firewall_allow,404,495,Firewall allowed traffic from 192.168.1.6
2025-10-31T05:03:02.859201+00:00,web-server,fw-main,192.168.2.13,login,500,1049,User eve login success
2025-11-04T12:12:02.859201+00:00,web-server,srv-app-1,192.168.1.20,login,400,845,User mallory login success
2025-11-02T20:57:02.859201+00:00,vpn-gateway,vpn-1,10.0.4.3,firewall_block,403,1415,Firewall blocked traffic from 10.0.4.3
2025-10-31T21:37:02.859201+00:00,vpn-gateway,srv-app-2,10.0.2.8,firewall_block,401,598,Firewall blocked traffic from 10.0.2.8
2025-11-04T12:59:02.859201+00:00,vpn-gateway,vpn-1,10.0.4.23,login,503,810,User bob login success
2025-10-30T16:02:02.859201+00:00,firewall,vpn-1,192.168.1.10,file_access,500,343,File /home/alice/docs/report.pdf accessed by carol
2025-11-05T04:37:02.859201+00:00,web-server,srv-app-2,192.168.1.15,firewall_allow,200,818,Firewall allowed traffic from 192.168.1.15
2025-11-02T09:07:02.859201+00:00,db-server,srv-app-2,10.0.4.17,login,403,648,User eve login success
2025-10-31T08:15:02.859201+00:00,vpn-gateway,vpn-1,10.0.1.24,firewall_allow,400,505,Firewall allowed traffic from 10.0.1.24
2025-10-31T20:49:02.859201+00:00,vpn-gateway,srv-db-1,192.168.3.1,firewall_block,200,505,Firewall blocked traffic from 192.168.3.1
2025-11-05T10:18:02.859201+00:00,auth-service,fw-main,192.168.3.17,file_access,403,497,File /var/log/auth.log accessed by trent
2025-11-02T07:18:02.859201+00:00,auth-service,srv-app-2,192.168.1.17,file_access,500,395,File /var/log/auth.log accessed by mallory
2025-11-02T13:16:02.859201+00:00,db-server,fw-main,10.0.2.10,firewall_block,404,410,Firewall blocked traffic from 10.0.2.10
2025-11-01T16:05:02.859201+00:00,db-server,fw-main,10.0.3.16,file_access,400,224,File /srv/app/config.yaml accessed by trent
2025-11-01T17:52:02.859201+00:00,web-server,srv-db-1,192.168.3.4,recon,404,275,Reconnaissance pattern detected for 192.168.3.4
2025-11-04T18:38:02.859201+00:00,db-server,fw-main,10.0.1.6,file_access,201,1019,File /var/log/auth.log accessed by dan
2025-11-05T13:22:02.859201+00:00,auth-service,srv-db-1,192.168.2.7,file_access,503,275,File /srv/app/config.yaml accessed by mallory
2025-10-30T10:26:02.859201+00:00,vpn-gateway,vpn-1,10.0.3.2,file_access,404,428,File /srv/app/config.yaml accessed by eve
2025-11-05T20:56:02.859201+00:00,auth-service,fw-main,10.0.4.24,login,404,443,User trent login success
2025-11-04T14:38:02.859201+00:00,auth-service,srv-app-2,10.0.4.14,login,401,412,User carol login failed
2025-11-02T15:38:02.859201+00:00,db-server,srv-app-2,192.168.1.5,recon,403,490,Reconnaissance pattern detected for 192.168.1.5
2025-11-04T17:16:02.859201+00:00,vpn-gateway,srv-db-1,192.168.2.2,firewall_allow,200,266,Firewall allowed traffic from 192.168.2.2
2025-11-03T15:49:02.859201+00:00,auth-service,vpn-1,192.168.2.2,firewall_allow,403,790,Firewall allowed traffic from 192.168.2.2
2025-10-30T12:06:02.859201+00:00,web-server,vpn-1,192.168.3.18,firewall_allow,500,129,Firewall allowed traffic from 192.168.3.18
2025-10-30T06:42:02.859201+00:00,auth-service,srv-app-2,10.0.1.5,firewall_allow,503,321,Firewall allowed traffic from 10.0.1.5
2025-11-01T05:45:02.859201+00:00,vpn-gateway,fw-main,10.0.1.16,file_access,400,421,File /srv/app/config.yaml accessed by trent
2025-11-02T11:45:02.859201+00:00,firewall,vpn-1,10.0.4.16,recon,404,1584,Reconnaissance pattern detected for 10.0.4.16
2025-11-01T22:16:02.859201+00:00,web-server,srv-app-2,10.0.3.24,firewall_allow,403,300,Firewall allowed traffic from 10.0.3.24
2025-11-01T06:41:02.859201+00:00,firewall,srv-db-1,192.168.2.3,firewall_block,404,1043,Firewall blocked traffic from 192.168.2.3
2025-11-02T00:45:02.859201+00:00,vpn-gateway,vpn-1,192.168.1.2,login,500,627,User bob login success
2025-11-02T20:39:02.859201+00:00,db-server,fw-main,10.0.3.7,ddos,401,4736,Potential DDoS detected from 10.0.3.7
2025-11-05T07:33:02.859201+00:00,web-server,srv-app-1,192.168.3.14,firewall_block,401,180,Firewall blocked traffic from 192.168.3.14
2025-11-04T23:05:02.859201+00:00,web-server,srv-app-1,10.0.2.2,login,500,289,User carol login success
2025-10-29T23:29:02.859201+00:00,web-server,fw-main,192.168.3.24,recon,503,391,Reconnaissance pattern detected for 192.168.3.24
2025-11-02T04:31:02.859201+00:00,auth-service,srv-app-1,192.168.3.23,file_access,401,459,File /etc/passwd accessed by carol
2025-11-03T16:11:02.859201+00:00,web-server,srv-app-1,192.168.1.6,sql_query,503,111,Query executed by eve on customers
2025-10-30T00:36:02.859201+00:00,vpn-gateway,srv-app-1,10.0.4.14,login,403,353,User carol login success
2025-11-04T15:46:02.859201+00:00,web-server,srv-app-1,10.0.4.13,file_access,400,793,File /var/log/auth.log accessed by alice
2025-11-02T18:08:02.859201+00:00,vpn-gateway,srv-app-2,10.0.2.21,firewall_block,500,807,Firewall blocked traffic from 10.0.2.21
2025-10-30T21:46:02.859201+00:00,auth-service,srv-app-2,10.0.2.12,file_access,503,316,File /home/alice/docs/report.pdf accessed by trent
2025-11-01T14:23:02.859201+00:00,db-server,srv-db-1,10.0.4.6,file_access,200,275,File /var/log/auth.log accessed by alice
2025-10-31T06:21:02.859201+00:00,web-server,fw-main,192.168.2.9,file_access,403,693,File /home/alice/docs/report.pdf accessed by mallory
2025-11-05T21:55:02.859201+00:00,web-server,fw-main,10.0.2.16,login,503,770,User peggy login success
2025-11-05T00:51:02.859201+00:00,web-server,srv-app-2,192.168.3.9,sql_query,201,426,Query executed by mallory on customers
2025-11-05T08:08:02.859201+00:00,vpn-gateway,vpn-1,10.0.3.4,login,400,334,User peggy login success
2025-10-30T22:54:02.859201+00:00,firewall,srv-app-1,192.168.1.21,sql_query,400,413,Query executed by alice on inventory
2025-11-02T10:14:02.859201+00:00,firewall,srv-db-1,10.0.1.1,firewall_block,401,438,Firewall blocked traffic from 10.0.1.1
2025-11-02T20:09:02.859201+00:00,vpn-gateway,srv-app-1,10.0.1.18,firewall_block,503,178,Firewall blocked traffic from 10.0.1.18
2025-10-31T11:03:02.859201+00:00,firewall,srv-db-1,192.168.1.2,firewall_block,503,269,Firewall blocked traffic from 192.168.1.2
2025-11-05T01:20:02.859201+00:00,db-server,srv-app-1,10.0.2.22,login,500,449,User alice login success
2025-10-30T04:17:02.859201+00:00,firewall,vpn-1,192.168.1.13,privilege_escalation,500,627,Privilege escalation attempt by mallory
